,season_id,player_id,player_season,player,season,season_start,team,games,gamesstarted,mp,fg_perc,3p_perc,2p_perc,ft_perc,trb,ast,stl,blk,tov,pf,pts,all_nba
7775,7775,1420,2,Joe Kopicki,1983-84,1983,WSB,59,2,11.5,0.485,0.143,0.504,0.813,2.8,0.8,0.3,0.1,0.7,1.2,3.7,0
7776,7776,1420,3,Joe Kopicki,1984-85,1984,DEN,42,0,7.3,0.526,0.667,0.522,0.796,2.0,0.7,0.3,0.0,0.7,1.4,3.5,0
7777,7777,1421,1,Furkan Korkmaz,2017-18,2017,PHI,14,0,5.7,0.286,0.294,0.273,0.5,0.8,0.3,0.1,0.1,0.1,0.9,1.6,0
7779,7779,1422,1,Frank Kornet,1989-90,1989,MIL,57,0,7.7,0.368,0.25,0.394,0.615,1.2,0.4,0.2,0.1,0.4,0.9,2.0,0
7780,7780,1422,2,Frank Kornet,1990-91,1990,MIL,32,0,4.9,0.371,0.278,0.409,0.538,0.8,0.3,0.2,0.0,0.3,0.9,1.8,0
7781,7781,1423,1,Luke Kornet,2017-18,2017,NYK,20,1,16.3,0.392,0.354,0.457,0.727,3.2,1.3,0.3,0.8,0.6,1.4,6.7,0
7783,7783,1424,1,Yaroslav Korolev,2005-06,2005,LAC,24,0,5.3,0.3,0.286,0.304,0.7,0.5,0.4,0.1,0.0,0.3,0.5,1.1,0
7784,7784,1424,2,Yaroslav Korolev,2006-07,2006,LAC,10,0,4.1,0.25,0.2,0.273,0.5,0.3,0.4,0.3,0.0,0.1,0.0,1.2,0
7785,7785,1425,1,Kyle Korver,2003-04,2003,PHI,74,0,11.9,0.352,0.391,0.283,0.792,1.5,0.5,0.3,0.1,0.6,1.4,4.5,0
7786,7786,1425,2,Kyle Korver,2004-05,2004,PHI,82,57,32.5,0.418,0.405,0.453,0.854,4.6,2.2,1.3,0.4,1.3,3.2,11.5,0
7787,7787,1425,3,Kyle Korver,2005-06,2005,PHI,82,43,31.3,0.43,0.42,0.443,0.849,3.3,2.0,0.8,0.3,1.2,2.7,11.5,0
7788,7788,1425,4,Kyle Korver,2006-07,2006,PHI,74,1,30.9,0.44,0.43,0.446,0.914,3.5,1.4,0.8,0.3,1.6,2.5,14.4,0
7789,7789,1425,5,Kyle Korver,2007-08,2007,TOT,75,0,23.1,0.443,0.375,0.516,0.915,2.3,1.3,0.6,0.4,1.0,2.6,9.9,0
7790,7790,1425,6,Kyle Korver,2008-09,2008,UTA,78,2,24.0,0.438,0.386,0.485,0.882,3.3,1.8,0.6,0.4,1.2,2.2,9.0,0
7791,7791,1425,7,Kyle Korver,2009-10,2009,UTA,52,0,18.3,0.493,0.536,0.465,0.796,2.1,1.7,0.5,0.2,0.8,1.5,7.2,0
7792,7792,1425,8,Kyle Korver,2010-11,2010,CHI,82,0,20.1,0.434,0.415,0.455,0.885,1.8,1.5,0.4,0.2,0.7,1.9,8.3,0
7793,7793,1425,9,Kyle Korver,2011-12,2011,CHI,65,7,22.6,0.432,0.435,0.426,0.833,2.4,1.7,0.6,0.2,0.8,1.7,8.1,0
7794,7794,1425,10,Kyle Korver,2012-13,2012,ATL,74,60,30.5,0.461,0.457,0.471,0.859,4.0,2.0,0.9,0.5,0.9,2.3,10.9,0
7795,7795,1425,11,Kyle Korver,2013-14,2013,ATL,71,71,33.9,0.475,0.472,0.479,0.926,4.0,2.9,1.0,0.3,1.4,2.1,12.0,0
7796,7796,1425,12,Kyle Korver,2014-15,2014,ATL,75,75,32.2,0.487,0.492,0.47,0.898,4.1,2.6,0.7,0.6,1.4,1.9,12.1,0
7797,7797,1425,13,Kyle Korver,2015-16,2015,ATL,80,80,30.0,0.435,0.398,0.502,0.833,3.3,2.1,0.8,0.4,1.2,2.0,9.2,0
7798,7798,1425,14,Kyle Korver,2016-17,2016,TOT,63,22,26.3,0.467,0.452,0.5,0.892,2.7,1.7,0.5,0.3,1.1,1.6,10.1,0
7799,7799,1425,15,Kyle Korver,2017-18,2017,CLE,73,4,21.6,0.459,0.436,0.537,0.889,2.3,1.2,0.4,0.4,0.8,1.8,9.2,0
7801,7801,1426,1,Kosta Koufos,2008-09,2008,UTA,48,7,11.8,0.508,0.0,0.508,0.706,2.9,0.4,0.3,0.6,0.5,1.5,4.7,0
7802,7802,1426,2,Kosta Koufos,2009-10,2009,UTA,36,0,4.8,0.468,0.0,0.468,0.6,1.3,0.2,0.1,0.1,0.4,0.7,1.5,0
7803,7803,1426,3,Kosta Koufos,2010-11,2010,TOT,50,2,8.7,0.453,0.0,0.459,0.558,2.6,0.1,0.2,0.5,0.6,1.2,3.2,0
7804,7804,1426,4,Kosta Koufos,2011-12,2011,DEN,48,24,16.5,0.599,0.0,0.599,0.6,5.4,0.3,0.5,0.9,0.7,2.0,5.5,0
7805,7805,1426,5,Kosta Koufos,2012-13,2012,DEN,81,81,22.4,0.581,0.0,0.582,0.558,6.9,0.4,0.5,1.3,0.7,3.0,8.0,0
7806,7806,1426,6,Kosta Koufos,2013-14,2013,MEM,80,22,16.9,0.495,0.0,0.495,0.645,5.2,0.5,0.4,0.9,0.8,2.3,6.4,0
7807,7807,1426,7,Kosta Koufos,2014-15,2014,MEM,81,3,16.6,0.508,0.0,0.508,0.647,5.3,0.5,0.4,0.8,0.9,1.8,5.2,0
7808,7808,1426,8,Kosta Koufos,2015-16,2015,SAC,78,14,19.0,0.532,0.0,0.532,0.548,5.4,0.4,0.5,0.9,0.6,2.4,6.8,0
7809,7809,1426,9,Kosta Koufos,2016-17,2016,SAC,71,62,20.0,0.551,0.0,0.552,0.613,5.7,0.7,0.5,0.7,0.9,2.4,6.6,0
7810,7810,1426,10,Kosta Koufos,2017-18,2017,SAC,71,13,19.6,0.571,0.0,0.571,0.446,6.6,1.2,0.7,0.5,0.7,2.1,6.7,0
7812,7812,1427,1,Arvid Kramer,1979-80,1979,DEN,8,0,5.6,0.318,0.0,0.318,1.0,1.5,0.4,0.0,0.6,0.6,1.0,2.0,0
7813,7813,1428,1,Viacheslav Kravtsov,2012-13,2012,DET,25,0,9.0,0.717,0.0,0.717,0.297,1.8,0.4,0.2,0.4,0.6,1.3,3.1,0
7814,7814,1428,2,Viacheslav Kravtsov,2013-14,2013,PHO,20,0,3.0,0.533,0.0,0.533,0.5,0.9,0.1,0.0,0.1,0.3,0.4,1.0,0
7815,7815,1429,1,Wayne Kreklow,1980-81,1980,BOS,25,0,4.0,0.234,0.25,0.233,0.7,0.5,0.4,0.1,0.0,0.4,0.8,1.2,0
7816,7816,1430,1,Nenad Krstic,2004-05,2004,NJN,75,57,26.2,0.493,0.0,0.495,0.725,5.3,1.0,0.4,0.8,1.5,3.7,10.0,0
7817,7817,1430,2,Nenad Krstic,2005-06,2005,NJN,80,80,30.9,0.507,0.25,0.509,0.698,6.4,1.1,0.4,0.8,1.7,3.7,13.5,0
7818,7818,1430,3,Nenad Krstic,2006-07,2006,NJN,26,26,32.6,0.526,0.0,0.528,0.711,6.8,1.8,0.4,0.9,2.0,3.4,16.4,0
7819,7819,1430,4,Nenad Krstic,2007-08,2007,NJN,45,38,18.0,0.41,0.0,0.413,0.754,4.4,0.6,0.2,0.4,0.9,2.5,6.6,0
7820,7820,1430,5,Nenad Krstic,2008-09,2008,OKC,46,29,24.8,0.469,0.0,0.469,0.797,5.5,0.6,0.5,1.1,1.0,2.5,9.7,0
7821,7821,1430,6,Nenad Krstic,2009-10,2009,OKC,76,76,22.9,0.502,0.2,0.505,0.717,5.0,0.7,0.4,0.6,0.8,2.3,8.4,0
7822,7822,1430,7,Nenad Krstic,2010-11,2010,TOT,71,67,22.1,0.511,0.0,0.511,0.774,4.7,0.4,0.4,0.4,0.8,2.6,8.1,0
7823,7823,1431,1,Larry Krystkowiak,1986-87,1986,SAS,68,2,14.8,0.456,0.083,0.468,0.743,3.5,1.3,0.3,0.2,1.0,2.1,6.6,0
7824,7824,1431,2,Larry Krystkowiak,1987-88,1987,MIL,50,7,21.0,0.481,0.0,0.487,0.811,4.6,1.0,0.4,0.2,1.1,2.7,7.2,0
7825,7825,1431,3,Larry Krystkowiak,1988-89,1988,MIL,80,77,30.9,0.473,0.333,0.475,0.823,7.6,1.3,1.2,0.1,1.8,2.7,12.7,0
7826,7826,1431,4,Larry Krystkowiak,1989-90,1989,MIL,16,7,23.8,0.364,0.0,0.371,0.788,4.8,1.6,0.6,0.1,1.2,2.6,7.0,0
7827,7827,1431,5,Larry Krystkowiak,1991-92,1991,MIL,79,16,23.4,0.444,0.0,0.447,0.757,5.4,1.4,0.7,0.2,1.5,2.8,9.0,0
7828,7828,1431,6,Larry Krystkowiak,1992-93,1992,UTA,71,0,19.2,0.466,0.0,0.467,0.796,3.9,1.0,0.6,0.2,0.9,2.5,7.2,0
7829,7829,1431,7,Larry Krystkowiak,1993-94,1993,ORL,34,11,20.1,0.48,0.0,0.483,0.795,3.6,1.0,0.4,0.1,0.9,2.2,5.1,0
7830,7830,1431,8,Larry Krystkowiak,1994-95,1994,CHI,19,14,15.1,0.389,0.0,0.389,0.9,3.1,1.4,0.5,0.1,1.3,1.8,4.4,0
7831,7831,1431,9,Larry Krystkowiak,1996-97,1996,LAL,3,0,3.7,0.5,0.0,0.5,0.5,1.7,1.0,0.7,0.0,0.3,1.0,1.0,0
7832,7832,1432,1,Bruce Kuczenski,1983-84,1983,TOT,15,2,7.9,0.27,0.0,0.27,0.667,1.5,0.5,0.1,0.1,1.0,1.2,1.9,0
7833,7833,1433,1,Toni Kukoc,1993-94,1993,CHI,75,8,24.1,0.431,0.271,0.462,0.743,4.0,3.4,1.1,0.4,2.2,1.6,10.9,0
7834,7834,1433,2,Toni Kukoc,1994-95,1994,CHI,81,55,31.9,0.504,0.313,0.553,0.748,5.4,4.6,1.3,0.2,2.0,2.0,15.7,0
7835,7835,1433,3,Toni Kukoc,1995-96,1995,CHI,81,20,26.0,0.49,0.403,0.524,0.772,4.0,3.5,0.8,0.3,1.4,1.9,13.1,0
7836,7836,1433,4,Toni Kukoc,1996-97,1996,CHI,57,15,28.2,0.471,0.331,0.518,0.77,4.6,4.5,1.1,0.5,1.6,1.7,13.2,0
7837,7837,1433,5,Toni Kukoc,1997-98,1997,CHI,74,52,30.2,0.455,0.362,0.48,0.708,4.4,4.2,1.0,0.5,2.1,2.0,13.3,0
7838,7838,1433,6,Toni Kukoc,1998-99,1998,CHI,44,44,37.6,0.42,0.285,0.45,0.74,7.0,5.3,1.1,0.3,2.8,1.9,18.8,0
7839,7839,1433,7,Toni Kukoc,1999-00,1999,TOT,56,31,31.9,0.408,0.262,0.452,0.725,4.9,4.7,1.4,0.5,2.6,2.0,14.8,0
7840,7840,1433,8,Toni Kukoc,2000-01,2000,TOT,65,19,24.6,0.473,0.446,0.482,0.631,4.0,3.1,0.7,0.2,1.7,1.5,11.1,0
7841,7841,1433,9,Toni Kukoc,2001-02,2001,ATL,59,9,25.3,0.419,0.31,0.474,0.712,3.7,3.6,0.8,0.3,1.9,1.5,9.9,0
7842,7842,1433,10,Toni Kukoc,2002-03,2002,MIL,63,0,27.0,0.432,0.361,0.49,0.706,4.2,3.7,1.3,0.5,1.9,2.1,11.6,0
7843,7843,1433,11,Toni Kukoc,2003-04,2003,MIL,73,0,20.8,0.417,0.292,0.479,0.729,3.7,2.7,0.8,0.3,1.5,1.5,8.4,0
7844,7844,1433,12,Toni Kukoc,2004-05,2004,MIL,53,6,20.7,0.41,0.362,0.45,0.721,3.0,3.0,0.7,0.2,1.2,1.3,5.6,0
7845,7845,1433,13,Toni Kukoc,2005-06,2005,MIL,65,0,15.7,0.389,0.306,0.47,0.714,2.3,2.1,0.5,0.3,1.0,1.3,4.9,0
7847,7847,1435,1,Rob Kurz,2008-09,2008,GSW,40,5,11.1,0.389,0.395,0.387,0.8,2.0,0.5,0.4,0.5,0.4,2.0,3.9,0
7848,7848,1436,1,Ibo Kutluay,2004-05,2004,SEA,5,0,2.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0
7849,7849,1437,1,Kyle Kuzma,2017-18,2017,LAL,77,37,31.2,0.45,0.366,0.511,0.707,6.3,1.8,0.6,0.4,1.8,2.1,16.1,0
7851,7851,1438,1,Ognjen Kuzmic,2013-14,2013,GSW,21,0,4.4,0.385,0.0,0.385,0.455,1.0,0.1,0.1,0.2,0.5,0.8,0.7,0
7852,7852,1438,2,Ognjen Kuzmic,2014-15,2014,GSW,16,0,4.5,0.667,0.0,0.667,1.0,1.1,0.4,0.1,0.1,0.3,0.8,1.3,0
7853,7853,1439,1,Mindaugas Kuzminskas,2016-17,2016,NYK,64,5,14.6,0.424,0.331,0.506,0.803,1.8,1.0,0.5,0.2,0.7,1.2,6.0,0
7854,7854,1439,2,Mindaugas Kuzminskas,2017-18,2017,NYK,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7855,7855,1440,1,Skal Labissiere,2016-17,2016,SAC,29,8,16.9,0.522,0.333,0.529,0.679,4.9,0.7,0.4,0.3,1.2,1.8,7.8,0
7856,7856,1441,1,Skal Labissiere,2017-18,2017,SAC,60,28,20.7,0.448,0.353,0.459,0.805,4.8,1.2,0.4,0.8,1.2,2.2,8.7,0
7858,7858,1442,1,Christian Laettner,1992-93,1992,MIN,81,81,34.9,0.474,0.1,0.489,0.835,8.7,2.8,1.3,1.0,3.4,3.6,18.2,0
7859,7859,1442,2,Christian Laettner,1993-94,1993,MIN,70,67,34.7,0.448,0.24,0.455,0.783,8.6,4.4,1.2,1.2,3.7,3.8,16.8,0
7860,7860,1442,3,Christian Laettner,1994-95,1994,MIN,81,80,34.2,0.489,0.325,0.497,0.818,7.6,2.9,1.2,1.1,2.8,3.7,16.3,0
7861,7861,1442,4,Christian Laettner,1995-96,1995,TOT,74,71,33.7,0.487,0.231,0.499,0.818,7.3,2.7,1.0,1.0,2.5,3.7,16.4,0
7862,7862,1442,5,Christian Laettner,1996-97,1996,ATL,82,82,38.3,0.486,0.352,0.497,0.816,8.8,2.7,1.2,0.8,2.7,3.4,18.1,0
7863,7863,1442,6,Christian Laettner,1997-98,1997,ATL,74,49,30.8,0.485,0.222,0.495,0.864,6.6,2.6,1.0,1.0,2.5,3.3,13.8,0
7864,7864,1442,7,Christian Laettner,1998-99,1998,DET,16,0,21.1,0.358,0.333,0.359,0.772,3.4,1.5,0.9,0.8,1.2,1.9,7.6,0
7865,7865,1442,8,Christian Laettner,1999-00,1999,DET,82,82,29.8,0.473,0.292,0.479,0.812,6.7,2.3,1.0,0.5,2.3,4.0,12.2,0
7866,7866,1442,9,Christian Laettner,2000-01,2000,TOT,78,48,21.3,0.503,0.308,0.507,0.833,4.7,1.6,0.9,0.6,1.8,3.1,9.3,0
7867,7867,1442,10,Christian Laettner,2001-02,2001,WAS,57,48,25.3,0.464,0.2,0.472,0.868,5.3,2.6,1.1,0.4,1.5,2.3,7.1,0
7868,7868,1442,11,Christian Laettner,2002-03,2002,WAS,76,66,29.1,0.494,0.125,0.506,0.833,6.6,3.1,1.1,0.5,1.1,2.7,8.3,0
7869,7869,1442,12,Christian Laettner,2003-04,2003,WAS,48,18,20.5,0.465,0.286,0.481,0.8,4.8,1.9,0.8,0.6,0.9,2.1,5.9,0
7870,7870,1442,13,Christian Laettner,2004-05,2004,MIA,49,0,15.1,0.582,0.143,0.599,0.763,2.7,0.8,0.7,0.3,0.6,1.6,5.3,0
7871,7871,1443,1,Oliver Lafayette,2009-10,2009,BOS,1,0,22.0,0.5,0.5,0.5,0.0,4.0,2.0,0.0,0.0,1.0,0.0,7.0,0
7872,7872,1444,1,Raef LaFrentz,1998-99,1998,DEN,12,12,32.3,0.457,0.387,0.48,0.75,7.6,0.7,0.8,1.4,0.8,3.2,13.8,0
7873,7873,1444,2,Raef LaFrentz,1999-00,1999,DEN,81,80,30.1,0.446,0.328,0.477,0.686,7.9,1.2,0.5,2.2,1.2,3.6,12.4,0
7874,7874,1444,3,Raef LaFrentz,2000-01,2000,DEN,78,74,31.5,0.477,0.367,0.499,0.698,7.8,1.4,0.5,2.6,1.2,3.7,12.9,0
7875,7875,1444,4,Raef LaFrentz,2001-02,2001,TOT,78,76,31.5,0.458,0.388,0.486,0.695,7.4,1.1,0.7,2.7,1.2,3.6,13.5,0
7876,7876,1444,5,Raef LaFrentz,2002-03,2002,DAL,69,43,23.3,0.518,0.405,0.55,0.682,4.8,0.8,0.5,1.3,0.7,3.8,9.3,0
7877,7877,1444,6,Raef LaFrentz,2003-04,2003,BOS,17,1,19.3,0.46,0.2,0.583,0.769,4.6,1.4,0.5,0.8,0.6,2.8,7.8,0
7878,7878,1444,7,Raef LaFrentz,2004-05,2004,BOS,80,80,27.5,0.496,0.364,0.559,0.811,6.9,1.2,0.5,1.2,0.9,3.3,11.1,0
7879,7879,1444,8,Raef LaFrentz,2005-06,2005,BOS,82,63,24.8,0.431,0.392,0.474,0.68,5.0,1.4,0.4,0.9,0.8,3.3,7.8,0
7880,7880,1444,9,Raef LaFrentz,2006-07,2006,POR,27,9,13.0,0.382,0.087,0.468,0.769,2.6,0.3,0.3,0.4,0.5,2.1,3.7,0
7881,7881,1444,10,Raef LaFrentz,2007-08,2007,POR,39,0,7.5,0.443,0.0,0.474,0.579,1.7,0.2,0.3,0.4,0.3,1.5,1.7,0
7882,7882,1445,1,Bill Laimbeer,1980-81,1980,CLE,81,0,30.4,0.503,0.0,0.503,0.765,8.6,2.7,0.7,1.0,1.6,4.1,9.8,0
7883,7883,1445,2,Bill Laimbeer,1981-82,1981,TOT,80,34,22.9,0.494,0.308,0.499,0.793,7.7,1.3,0.5,0.8,1.5,3.7,9.0,0
7884,7884,1445,3,Bill Laimbeer,1982-83,1982,DET,82,82,35.0,0.497,0.154,0.502,0.79,12.1,3.2,0.6,1.4,2.1,3.9,13.6,0
7885,7885,1445,4,Bill Laimbeer,1983-84,1983,DET,82,82,34.9,0.53,0.0,0.535,0.866,12.2,1.8,0.6,1.0,1.8,3.3,17.3,0
7886,7886,1445,5,Bill Laimbeer,1984-85,1984,DET,82,82,35.3,0.506,0.222,0.51,0.797,12.4,1.9,0.8,0.9,1.6,3.8,17.5,0
7887,7887,1445,6,Bill Laimbeer,1985-86,1985,DET,82,82,35.3,0.492,0.286,0.495,0.834,13.1,1.8,0.7,0.8,1.6,3.5,16.6,0
7888,7888,1445,7,Bill Laimbeer,1986-87,1986,DET,82,82,34.8,0.501,0.286,0.506,0.894,11.6,1.8,0.9,0.8,1.5,3.5,15.4,0
7889,7889,1445,8,Bill Laimbeer,1987-88,1987,DET,82,82,35.3,0.493,0.333,0.5,0.874,10.1,2.4,0.8,1.0,1.7,3.5,13.5,0
7890,7890,1445,9,Bill Laimbeer,1988-89,1988,DET,81,81,32.6,0.499,0.349,0.515,0.84,9.6,2.2,0.6,1.2,1.6,3.2,13.7,0
7891,7891,1445,10,Bill Laimbeer,1989-90,1989,DET,81,81,33.0,0.484,0.361,0.515,0.854,9.6,2.1,0.7,1.0,1.2,3.4,12.1,0
7892,7892,1445,11,Bill Laimbeer,1990-91,1990,DET,82,81,32.5,0.478,0.296,0.513,0.837,9.0,1.9,0.5,0.7,1.2,3.0,11.0,0
7893,7893,1445,12,Bill Laimbeer,1991-92,1991,DET,81,46,27.6,0.47,0.376,0.483,0.893,5.6,2.0,0.6,0.7,1.3,2.8,9.7,0
7894,7894,1445,13,Bill Laimbeer,1992-93,1992,DET,79,41,24.5,0.509,0.37,0.516,0.894,5.3,1.6,0.6,0.5,0.7,2.7,8.7,0
7895,7895,1445,14,Bill Laimbeer,1993-94,1993,DET,11,5,22.5,0.522,0.333,0.543,0.846,5.1,1.3,0.5,0.4,0.9,2.7,9.8,0
7896,7896,1446,1,Doron Lamb,2012-13,2012,TOT,47,0,12.3,0.368,0.378,0.365,0.588,1.0,0.7,0.3,0.0,0.6,1.1,3.3,0
7897,7898,1447,1,Jeremy Lamb,2012-13,2012,OKC,23,0,6.4,0.353,0.3,0.395,1.0,0.8,0.2,0.1,0.1,0.3,0.6,3.1,0
7898,7897,1446,2,Doron Lamb,2013-14,2013,ORL,53,0,13.1,0.394,0.4,0.386,0.806,0.9,0.8,0.2,0.0,0.5,1.0,3.6,0
7899,7899,1447,2,Jeremy Lamb,2013-14,2013,OKC,78,0,19.7,0.432,0.356,0.483,0.797,2.4,1.5,0.7,0.3,0.8,1.8,8.5,0
7900,7900,1447,3,Jeremy Lamb,2014-15,2014,OKC,47,8,13.5,0.416,0.342,0.475,0.891,2.3,0.9,0.4,0.1,0.6,1.1,6.3,0
7901,7901,1447,4,Jeremy Lamb,2015-16,2015,CHO,66,0,18.6,0.451,0.309,0.529,0.727,3.8,1.2,0.6,0.5,0.8,1.6,8.8,0
7902,7902,1447,5,Jeremy Lamb,2016-17,2016,CHO,59,5,18.1,0.457,0.289,0.528,0.84,4.2,1.2,0.4,0.4,0.6,1.6,9.4,0
7903,7903,1447,6,Jeremy Lamb,2017-18,2017,CHO,80,18,24.6,0.457,0.37,0.495,0.861,4.1,2.3,0.8,0.4,1.2,1.7,12.9,0
7905,7905,1448,1,Jeff Lamp,1981-82,1981,POR,54,0,11.4,0.51,0.0,0.513,0.82,1.2,0.5,0.3,0.0,0.8,1.5,4.6,0
7906,7906,1448,2,Jeff Lamp,1982-83,1982,POR,59,1,11.7,0.425,0.167,0.431,0.808,1.3,1.0,0.3,0.1,0.6,1.1,4.4,0
7907,7907,1448,3,Jeff Lamp,1983-84,1983,POR,64,0,10.3,0.49,0.154,0.508,0.896,1.0,0.8,0.3,0.1,0.8,1.0,5.0,0
7908,7908,1448,4,Jeff Lamp,1985-86,1985,TOT,74,2,17.9,0.477,0.233,0.492,0.835,2.7,1.6,0.5,0.1,0.9,2.1,8.2,0
7909,7909,1448,5,Jeff Lamp,1987-88,1987,LAL,3,0,2.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0
7910,7910,1448,6,Jeff Lamp,1988-89,1988,LAL,37,0,4.8,0.391,0.5,0.385,0.8,0.9,0.4,0.2,0.1,0.4,0.7,1.6,0
7911,7911,1449,1,Maciej Lampe,2003-04,2003,PHO,21,0,10.7,0.489,0.0,0.512,0.769,2.1,0.4,0.1,0.1,0.7,1.3,4.6,0
7912,7912,1449,2,Maciej Lampe,2004-05,2004,TOT,37,0,10.3,0.371,0.5,0.367,0.682,2.4,0.3,0.1,0.2,0.5,1.4,3.1,0
7913,7913,1449,3,Maciej Lampe,2005-06,2005,TOT,6,0,4.7,0.182,0.0,0.182,0.0,1.5,0.3,0.0,0.0,0.5,0.3,0.7,0
7914,7914,1450,1,Jim Lampley,1986-87,1986,PHI,1,0,16.0,0.333,0.0,0.333,0.5,5.0,0.0,1.0,0.0,1.0,0.0,3.0,0
7915,7915,1451,1,Sean Lampley,2002-03,2002,MIA,35,0,13.9,0.434,0.0,0.448,0.695,2.4,0.9,0.2,0.1,0.7,1.2,4.8,0
7916,7916,1451,2,Sean Lampley,2003-04,2003,GSW,10,0,6.3,0.65,0.0,0.65,0.667,1.1,0.2,0.0,0.1,0.3,0.2,3.4,0
7917,7917,1452,1,Carl Landry,2007-08,2007,HOU,42,0,16.9,0.616,0.0,0.619,0.661,4.9,0.5,0.4,0.2,0.6,2.3,8.1,0
7918,7918,1452,2,Carl Landry,2008-09,2008,HOU,69,0,21.3,0.574,0.333,0.576,0.813,5.0,0.6,0.4,0.4,1.0,2.4,9.2,0
7919,7919,1452,3,Carl Landry,2009-10,2009,TOT,80,29,30.9,0.536,0.333,0.537,0.806,5.9,0.8,0.7,0.8,1.7,2.9,16.8,0
7920,7926,1453,1,Marcus Landry,2009-10,2009,TOT,18,0,6.2,0.372,0.321,0.467,0.6,1.1,0.0,0.1,0.1,0.3,0.8,2.4,0
7921,7920,1452,4,Carl Landry,2010-11,2010,TOT,76,26,26.4,0.502,0.0,0.505,0.74,4.6,0.8,0.5,0.4,1.4,2.6,11.9,0
7922,7921,1452,5,Carl Landry,2011-12,2011,NOH,41,8,24.4,0.503,0.0,0.507,0.799,5.2,0.9,0.3,0.3,1.6,2.2,12.5,0
7923,7922,1452,6,Carl Landry,2012-13,2012,GSW,81,2,23.2,0.54,0.333,0.541,0.817,6.0,0.8,0.4,0.4,1.4,2.3,10.8,0
7924,7923,1452,7,Carl Landry,2013-14,2013,SAC,18,1,12.9,0.517,0.0,0.517,0.824,3.2,0.3,0.2,0.1,0.5,1.9,4.2,0
7925,7924,1452,8,Carl Landry,2014-15,2014,SAC,70,15,17.0,0.515,0.0,0.515,0.82,3.8,0.4,0.2,0.2,0.8,1.9,7.2,0
7926,7925,1452,9,Carl Landry,2015-16,2015,PHI,36,12,15.8,0.556,0.462,0.561,0.736,4.1,0.9,0.3,0.3,0.6,1.9,9.8,0
7927,7927,1454,1,Jerome Lane,1988-89,1988,DEN,54,1,10.2,0.426,0.0,0.438,0.384,3.7,1.1,0.4,0.1,0.9,1.9,4.8,0
7928,7928,1454,2,Jerome Lane,1989-90,1989,DEN,67,46,14.3,0.469,0.0,0.477,0.367,5.4,1.6,0.8,0.3,1.3,2.8,5.0,0
7929,7929,1454,3,Jerome Lane,1990-91,1990,DEN,62,25,22.3,0.438,0.25,0.44,0.411,9.3,2.0,0.8,0.2,1.7,3.1,7.5,0
7930,7930,1454,4,Jerome Lane,1991-92,1991,TOT,14,5,12.6,0.304,0.0,0.304,0.333,4.7,1.2,0.1,0.1,1.0,2.0,2.6,0
7931,7931,1454,5,Jerome Lane,1992-93,1992,CLE,21,2,7.1,0.5,0.0,0.5,0.25,2.5,0.8,0.6,0.1,0.3,1.5,2.8,0
7932,7932,1455,1,Andrew Lang,1988-89,1988,PHO,62,25,8.5,0.513,0.0,0.513,0.65,2.4,0.1,0.3,0.8,0.5,1.8,2.6,0
7933,7933,1455,2,Andrew Lang,1989-90,1989,PHO,74,0,13.7,0.557,0.0,0.557,0.653,3.7,0.3,0.3,1.8,0.6,2.3,3.5,0
7934,7934,1455,3,Andrew Lang,1990-91,1990,PHO,63,18,18.3,0.577,0.0,0.58,0.715,4.8,0.4,0.3,2.0,0.7,2.7,4.9,0
7935,7935,1455,4,Andrew Lang,1991-92,1991,PHO,81,71,24.3,0.522,0.0,0.523,0.768,6.7,0.5,0.6,2.5,1.1,3.8,7.7,0
7936,7936,1455,5,Andrew Lang,1992-93,1992,PHI,73,59,25.5,0.425,0.2,0.428,0.763,6.0,1.1,0.6,1.9,1.2,3.6,5.3,0
7937,7937,1455,6,Andrew Lang,1993-94,1993,ATL,82,0,19.6,0.469,0.25,0.471,0.689,3.8,0.6,0.5,1.1,1.0,2.3,6.1,0
7938,7938,1455,7,Andrew Lang,1994-95,1994,ATL,82,63,28.5,0.473,0.667,0.472,0.809,5.6,0.9,0.5,1.8,1.3,3.3,9.7,0
7939,7944,1456,1,Antonio Lang,1994-95,1994,PHO,12,0,4.4,0.4,0.0,0.4,0.75,0.3,0.1,0.0,0.2,0.4,0.9,0.9,0
7940,7939,1455,8,Andrew Lang,1995-96,1995,TOT,71,69,33.3,0.447,0.2,0.448,0.801,6.4,0.9,0.6,1.8,1.7,3.4,11.7,0
7941,7945,1456,2,Antonio Lang,1995-96,1995,CLE,41,0,9.0,0.532,0.0,0.547,0.723,1.3,0.3,0.3,0.3,0.6,1.5,2.8,0
7942,7940,1455,9,Andrew Lang,1996-97,1996,MIL,52,52,23.0,0.464,0.0,0.464,0.721,5.3,0.5,0.5,0.9,0.8,2.7,5.3,0
7943,7946,1456,3,Antonio Lang,1996-97,1996,CLE,64,1,13.2,0.42,0.0,0.436,0.729,2.0,0.5,0.5,0.5,0.8,1.7,2.7,0
