,id_odsp,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
28941,8I6s1CfC/,/soccer/spain/primera-division-2011-2012/barcelona-santander-8I6s1CfC/,True,2011-10-15,SP1,2012,spain,Barcelona,Racing Santander,3,0,1.06,18.0,45.69,,,,,8I6s1CfC5,5.0,13.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by David Villa.,Attempt,Key Pass,Home,Barcelona,Racing Santander,lionel messi,david villa,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
28960,8I6s1CfC/,/soccer/spain/primera-division-2011-2012/barcelona-santander-8I6s1CfC/,True,2011-10-15,SP1,2012,spain,Barcelona,Racing Santander,3,0,1.06,18.0,45.69,,,,,8I6s1CfC24,24.0,33.0,Lionel Messi (Barcelona) wins a free kick on the right wing.,Free kick won,,Home,Barcelona,Racing Santander,lionel messi,,,,,,0.0,Right wing,,None,,0.0
28967,8I6s1CfC/,/soccer/spain/primera-division-2011-2012/barcelona-santander-8I6s1CfC/,True,2011-10-15,SP1,2012,spain,Barcelona,Racing Santander,3,0,1.06,18.0,45.69,,,,,8I6s1CfC31,31.0,42.0,Attempt blocked. Lionel Messi (Barcelona) right footed shot from the centre of the box is blocked. Assisted by Maxwell with a cross.,Attempt,Key Pass,Home,Barcelona,Racing Santander,lionel messi,maxwell,,,Blocked,Blocked,0.0,Centre of the box,right foot,Cross,Open play,0.0
28979,8I6s1CfC/,/soccer/spain/primera-division-2011-2012/barcelona-santander-8I6s1CfC/,True,2011-10-15,SP1,2012,spain,Barcelona,Racing Santander,3,0,1.06,18.0,45.69,,,,,8I6s1CfC43,43.0,53.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the centre of the box is saved in the bottom left corner. Assisted by Pedro.,Attempt,Key Pass,Home,Barcelona,Racing Santander,lionel messi,pedro,,,Bottom left corner,On target,0.0,Centre of the box,left foot,Pass,Open play,0.0
28983,8I6s1CfC/,/soccer/spain/primera-division-2011-2012/barcelona-santander-8I6s1CfC/,True,2011-10-15,SP1,2012,spain,Barcelona,Racing Santander,3,0,1.06,18.0,45.69,,,,,8I6s1CfC47,47.0,58.0,Lionel Messi (Barcelona) wins a free kick on the right wing.,Free kick won,,Home,Barcelona,Racing Santander,lionel messi,,,,,,0.0,Right wing,,None,,0.0
28984,8I6s1CfC/,/soccer/spain/primera-division-2011-2012/barcelona-santander-8I6s1CfC/,True,2011-10-15,SP1,2012,spain,Barcelona,Racing Santander,3,0,1.06,18.0,45.69,,,,,8I6s1CfC48,48.0,59.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from long range on the right is saved in the top centre of the goal.,Attempt,,Home,Barcelona,Racing Santander,lionel messi,,,,Top centre of the goal,On target,0.0,Long range,left foot,None,Open play,0.0
28993,8I6s1CfC/,/soccer/spain/primera-division-2011-2012/barcelona-santander-8I6s1CfC/,True,2011-10-15,SP1,2012,spain,Barcelona,Racing Santander,3,0,1.06,18.0,45.69,,,,,8I6s1CfC57,57.0,68.0,"Goal!  Barcelona 3, Racing 0. Lionel Messi (Barcelona) right footed shot from the centre of the box to the bottom right corner.",Attempt,,Home,Barcelona,Racing Santander,lionel messi,,,,Bottom right corner,On target,1.0,Centre of the box,right foot,None,Open play,0.0
28999,8I6s1CfC/,/soccer/spain/primera-division-2011-2012/barcelona-santander-8I6s1CfC/,True,2011-10-15,SP1,2012,spain,Barcelona,Racing Santander,3,0,1.06,18.0,45.69,,,,,8I6s1CfC63,63.0,74.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from the centre of the box misses to the left. Assisted by Dani Alves with a cross.,Attempt,Key Pass,Home,Barcelona,Racing Santander,lionel messi,dani alves,,,Misses to the left,Off target,0.0,Centre of the box,left foot,Cross,Open play,0.0
29012,8I6s1CfC/,/soccer/spain/primera-division-2011-2012/barcelona-santander-8I6s1CfC/,True,2011-10-15,SP1,2012,spain,Barcelona,Racing Santander,3,0,1.06,18.0,45.69,,,,,8I6s1CfC76,76.0,86.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Racing Santander,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
29014,8I6s1CfC/,/soccer/spain/primera-division-2011-2012/barcelona-santander-8I6s1CfC/,True,2011-10-15,SP1,2012,spain,Barcelona,Racing Santander,3,0,1.06,18.0,45.69,,,,,8I6s1CfC78,78.0,87.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Racing Santander,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
29019,8I6s1CfC/,/soccer/spain/primera-division-2011-2012/barcelona-santander-8I6s1CfC/,True,2011-10-15,SP1,2012,spain,Barcelona,Racing Santander,3,0,1.06,18.0,45.69,,,,,8I6s1CfC83,83.0,90.0,Lionel Messi (Barcelona) wins a free kick on the left wing.,Free kick won,,Home,Barcelona,Racing Santander,lionel messi,,,,,,0.0,Left wing,,None,,0.0
33366,2PqYDkvI/,/soccer/spain/primera-division-2011-2012/barcelona-sevilla-2PqYDkvI/,True,2011-10-22,SP1,2012,spain,Barcelona,Sevilla,0,0,1.14,9.74,26.0,,,,,2PqYDkvI3,3.0,11.0,Hand ball by Lionel Messi (Barcelona).,Hand ball,,Home,Barcelona,Sevilla,lionel messi,,,,,,0.0,,,None,,0.0
33400,2PqYDkvI/,/soccer/spain/primera-division-2011-2012/barcelona-sevilla-2PqYDkvI/,True,2011-10-22,SP1,2012,spain,Barcelona,Sevilla,0,0,1.14,9.74,26.0,,,,,2PqYDkvI37,37.0,47.0,Attempt blocked. Lionel Messi (Barcelona) right footed shot from the right side of the box is blocked. Assisted by Thiago AlcA¡ntara.,Attempt,Key Pass,Home,Barcelona,Sevilla,lionel messi,thiago alcantara,,,Blocked,Blocked,0.0,Right side of the box,right foot,Pass,Open play,0.0
33403,2PqYDkvI/,/soccer/spain/primera-division-2011-2012/barcelona-sevilla-2PqYDkvI/,True,2011-10-22,SP1,2012,spain,Barcelona,Sevilla,0,0,1.14,9.74,26.0,,,,,2PqYDkvI40,40.0,49.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is too high from a direct free kick.,Attempt,,Home,Barcelona,Sevilla,lionel messi,,,,Too high,Off target,0.0,Outside the box,left foot,None,Free kick,0.0
33409,2PqYDkvI/,/soccer/spain/primera-division-2011-2012/barcelona-sevilla-2PqYDkvI/,True,2011-10-22,SP1,2012,spain,Barcelona,Sevilla,0,0,1.14,9.74,26.0,,,,,2PqYDkvI46,46.0,56.0,"Attempt missed. Lionel Messi (Barcelona) header from the centre of the box is close, but misses to the left. Assisted by Dani Alves with a cross.",Attempt,Key Pass,Home,Barcelona,Sevilla,lionel messi,dani alves,,,Misses to the left,Off target,0.0,Centre of the box,head,Cross,Open play,0.0
33412,2PqYDkvI/,/soccer/spain/primera-division-2011-2012/barcelona-sevilla-2PqYDkvI/,True,2011-10-22,SP1,2012,spain,Barcelona,Sevilla,0,0,1.14,9.74,26.0,,,,,2PqYDkvI49,49.0,60.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by David Villa.,Attempt,Key Pass,Home,Barcelona,Sevilla,lionel messi,david villa,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
33439,2PqYDkvI/,/soccer/spain/primera-division-2011-2012/barcelona-sevilla-2PqYDkvI/,True,2011-10-22,SP1,2012,spain,Barcelona,Sevilla,0,0,1.14,9.74,26.0,,,,,2PqYDkvI76,76.0,77.0,"Offside, Barcelona. AndrA©s Iniesta tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Home,Barcelona,Sevilla,lionel messi,andres iniesta,,,,,0.0,,,None,,0.0
33440,2PqYDkvI/,/soccer/spain/primera-division-2011-2012/barcelona-sevilla-2PqYDkvI/,True,2011-10-22,SP1,2012,spain,Barcelona,Sevilla,0,0,1.14,9.74,26.0,,,,,2PqYDkvI77,77.0,78.0,Attempt saved. Lionel Messi (Barcelona) right footed shot from the right side of the box is saved in the centre of the goal. Assisted by Xavi.,Attempt,Key Pass,Home,Barcelona,Sevilla,lionel messi,xavi,,,Centre of the goal,On target,0.0,Right side of the box,right foot,Pass,Open play,0.0
33445,2PqYDkvI/,/soccer/spain/primera-division-2011-2012/barcelona-sevilla-2PqYDkvI/,True,2011-10-22,SP1,2012,spain,Barcelona,Sevilla,0,0,1.14,9.74,26.0,,,,,2PqYDkvI82,82.0,82.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked. Assisted by Dani Alves.,Attempt,Key Pass,Home,Barcelona,Sevilla,lionel messi,dani alves,,,Blocked,Blocked,0.0,Outside the box,left foot,Pass,Open play,0.0
33456,2PqYDkvI/,/soccer/spain/primera-division-2011-2012/barcelona-sevilla-2PqYDkvI/,True,2011-10-22,SP1,2012,spain,Barcelona,Sevilla,0,0,1.14,9.74,26.0,,,,,2PqYDkvI93,93.0,90.0,"Penalty saved! Lionel Messi (Barcelona) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom right corner.",Attempt,,Home,Barcelona,Sevilla,lionel messi,,,,Bottom right corner,On target,0.0,Penalty spot,left foot,None,Set piece,0.0
33460,2PqYDkvI/,/soccer/spain/primera-division-2011-2012/barcelona-sevilla-2PqYDkvI/,True,2011-10-22,SP1,2012,spain,Barcelona,Sevilla,0,0,1.14,9.74,26.0,,,,,2PqYDkvI97,97.0,90.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from a difficult angle and long range on the right is blocked.,Attempt,,Home,Barcelona,Sevilla,lionel messi,,,,Blocked,Blocked,0.0,Difficult angle and long range,left foot,None,Open play,0.0
40011,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd15,15.0,13.0,"Goal!  Barcelona 1, Mallorca 0. Lionel Messi (Barcelona) converts the penalty with a left footed shot to the top right corner.",Attempt,,Home,Barcelona,Mallorca,lionel messi,,,,Top right corner,On target,1.0,Penalty spot,left foot,None,Set piece,0.0
40015,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd19,19.0,17.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Mallorca,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
40019,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd23,23.0,21.0,"Goal!  Barcelona 2, Mallorca 0. Lionel Messi (Barcelona) right footed shot from the centre of the box to the bottom right corner. Assisted by Adriano.",Attempt,Key Pass,Home,Barcelona,Mallorca,lionel messi,adriano,,,Bottom right corner,On target,1.0,Centre of the box,right foot,Pass,Open play,0.0
40022,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd26,26.0,30.0,"Goal!  Barcelona 3, Mallorca 0. Lionel Messi (Barcelona) left footed shot from the centre of the box to the bottom left corner. Assisted by Dani Alves with a cross.",Attempt,Key Pass,Home,Barcelona,Mallorca,lionel messi,dani alves,,,Bottom left corner,On target,1.0,Centre of the box,left foot,Cross,Open play,0.0
40032,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd36,36.0,37.0,Foul by Lionel Messi (Barcelona).,Foul,,Home,Barcelona,Mallorca,lionel messi,,,,,,0.0,,,None,,0.0
40036,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd40,40.0,38.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Mallorca,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
40051,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd55,55.0,53.0,Attempt blocked. Lionel Messi (Barcelona) right footed shot from the right side of the box is blocked. Assisted by Isaac Cuenca.,Attempt,Key Pass,Home,Barcelona,Mallorca,lionel messi,isaac cuenca,,,Blocked,Blocked,0.0,Right side of the box,right foot,Pass,Open play,0.0
40055,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd59,59.0,56.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is high and wide to the left. Assisted by Dani Alves.,Attempt,Key Pass,Home,Barcelona,Mallorca,lionel messi,dani alves,,,High and wide,Off target,0.0,Outside the box,left foot,Pass,Open play,0.0
40069,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd73,73.0,77.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Mallorca,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
40070,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd74,74.0,78.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the bottom left corner.,Attempt,,Home,Barcelona,Mallorca,lionel messi,,,,Bottom left corner,On target,0.0,Outside the box,left foot,None,Open play,0.0
40075,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd79,79.0,79.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked.,Attempt,,Home,Barcelona,Mallorca,lionel messi,,,,Blocked,Blocked,0.0,Outside the box,left foot,None,Open play,0.0
40082,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd86,86.0,84.0,Attempt missed. Lionel Messi (Barcelona) header from the left side of the box misses to the left. Assisted by Dani Alves with a cross.,Attempt,Key Pass,Home,Barcelona,Mallorca,lionel messi,dani alves,,,Misses to the left,Off target,0.0,Left side of the box,head,Cross,Open play,0.0
40090,CbmoLwxd/,/soccer/spain/primera-division-2011-2012/barcelona-mallorca-CbmoLwxd/,True,2011-10-29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34.0,,,,,CbmoLwxd94,94.0,90.0,Lionel Messi (Barcelona) wins a free kick on the right wing.,Free kick won,,Home,Barcelona,Mallorca,lionel messi,,,,,,0.0,Right wing,,None,,0.0
45856,f57mXzy8/,/soccer/spain/primera-division-2011-2012/ath-bilbao-barcelona-f57mXzy8/,True,2011-11-06,SP1,2012,spain,Athletic Bilbao,Barcelona,2,2,11.5,5.9,1.36,,,,,f57mXzy826,26.0,26.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is close, but misses to the left. Assisted by Dani Alves.",Attempt,Key Pass,Away,Barcelona,Athletic Bilbao,lionel messi,dani alves,,,Misses to the left,Off target,0.0,Outside the box,left foot,Pass,Open play,0.0
45881,f57mXzy8/,/soccer/spain/primera-division-2011-2012/ath-bilbao-barcelona-f57mXzy8/,True,2011-11-06,SP1,2012,spain,Athletic Bilbao,Barcelona,2,2,11.5,5.9,1.36,,,,,f57mXzy851,51.0,51.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Athletic Bilbao,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
45887,f57mXzy8/,/soccer/spain/primera-division-2011-2012/ath-bilbao-barcelona-f57mXzy8/,True,2011-11-06,SP1,2012,spain,Athletic Bilbao,Barcelona,2,2,11.5,5.9,1.36,,,,,f57mXzy857,57.0,55.0,"Offside, Barcelona. Francesc FA¡bregas tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Away,Barcelona,Athletic Bilbao,lionel messi,cesc fabregas,,,,,0.0,,,None,,0.0
45891,f57mXzy8/,/soccer/spain/primera-division-2011-2012/ath-bilbao-barcelona-f57mXzy8/,True,2011-11-06,SP1,2012,spain,Athletic Bilbao,Barcelona,2,2,11.5,5.9,1.36,,,,,f57mXzy861,61.0,60.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the right side of the box is saved in the centre of the goal. Assisted by Francesc FA¡bregas.,Attempt,Key Pass,Away,Barcelona,Athletic Bilbao,lionel messi,cesc fabregas,,,Centre of the goal,On target,0.0,Right side of the box,left foot,Pass,Open play,0.0
45902,f57mXzy8/,/soccer/spain/primera-division-2011-2012/ath-bilbao-barcelona-f57mXzy8/,True,2011-11-06,SP1,2012,spain,Athletic Bilbao,Barcelona,2,2,11.5,5.9,1.36,,,,,f57mXzy872,72.0,70.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked.,Attempt,,Away,Barcelona,Athletic Bilbao,lionel messi,,,,Blocked,Blocked,0.0,Outside the box,left foot,None,Open play,0.0
45918,f57mXzy8/,/soccer/spain/primera-division-2011-2012/ath-bilbao-barcelona-f57mXzy8/,True,2011-11-06,SP1,2012,spain,Athletic Bilbao,Barcelona,2,2,11.5,5.9,1.36,,,,,f57mXzy888,88.0,79.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Athletic Bilbao,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
45944,f57mXzy8/,/soccer/spain/primera-division-2011-2012/ath-bilbao-barcelona-f57mXzy8/,True,2011-11-06,SP1,2012,spain,Athletic Bilbao,Barcelona,2,2,11.5,5.9,1.36,,,,,f57mXzy8114,114.0,90.0,"Goal!  Athletic de Bilbao 2, Barcelona 2. Lionel Messi (Barcelona) left footed shot from the centre of the box to the bottom right corner following a set piece situation.",Attempt,,Away,Barcelona,Athletic Bilbao,lionel messi,,,,Bottom right corner,On target,1.0,Centre of the box,left foot,None,Set piece,0.0
47807,EauvpEKD/,/soccer/spain/primera-division-2011-2012/barcelona-zaragoza-EauvpEKD/,True,2011-11-19,SP1,2012,spain,Barcelona,Real Zaragoza,4,0,1.09,15.0,51.0,,,,,EauvpEKD4,4.0,4.0,Hand ball by Lionel Messi (Barcelona).,Hand ball,,Home,Barcelona,Real Zaragoza,lionel messi,,,,,,0.0,,,None,,0.0
47817,EauvpEKD/,/soccer/spain/primera-division-2011-2012/barcelona-zaragoza-EauvpEKD/,True,2011-11-19,SP1,2012,spain,Barcelona,Real Zaragoza,4,0,1.09,15.0,51.0,,,,,EauvpEKD14,14.0,11.0,Lionel Messi (Barcelona) wins a free kick on the right wing.,Free kick won,,Home,Barcelona,Real Zaragoza,lionel messi,,,,,,0.0,Right wing,,None,,0.0
47827,EauvpEKD/,/soccer/spain/primera-division-2011-2012/barcelona-zaragoza-EauvpEKD/,True,2011-11-19,SP1,2012,spain,Barcelona,Real Zaragoza,4,0,1.09,15.0,51.0,,,,,EauvpEKD24,24.0,21.0,Hand ball by Lionel Messi (Barcelona).,Hand ball,,Home,Barcelona,Real Zaragoza,lionel messi,,,,,,0.0,,,None,,0.0
47840,EauvpEKD/,/soccer/spain/primera-division-2011-2012/barcelona-zaragoza-EauvpEKD/,True,2011-11-19,SP1,2012,spain,Barcelona,Real Zaragoza,4,0,1.09,15.0,51.0,,,,,EauvpEKD37,37.0,29.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Isaac Cuenca with a through ball.,Attempt,Key Pass,Home,Barcelona,Real Zaragoza,lionel messi,isaac cuenca,,,Centre of the goal,On target,0.0,Centre of the box,left foot,Through ball,Open play,0.0
47841,EauvpEKD/,/soccer/spain/primera-division-2011-2012/barcelona-zaragoza-EauvpEKD/,True,2011-11-19,SP1,2012,spain,Barcelona,Real Zaragoza,4,0,1.09,15.0,51.0,,,,,EauvpEKD38,38.0,29.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from the right side of the six yard box is close, but misses to the right.",Attempt,,Home,Barcelona,Real Zaragoza,lionel messi,,,,Misses to the right,Off target,0.0,Right side of the six yard box,left foot,None,Open play,0.0
47842,EauvpEKD/,/soccer/spain/primera-division-2011-2012/barcelona-zaragoza-EauvpEKD/,True,2011-11-19,SP1,2012,spain,Barcelona,Real Zaragoza,4,0,1.09,15.0,51.0,,,,,EauvpEKD39,39.0,31.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Dani Alves.,Attempt,Key Pass,Home,Barcelona,Real Zaragoza,lionel messi,dani alves,,,Centre of the goal,On target,0.0,Centre of the box,left foot,Pass,Open play,0.0
47847,EauvpEKD/,/soccer/spain/primera-division-2011-2012/barcelona-zaragoza-EauvpEKD/,True,2011-11-19,SP1,2012,spain,Barcelona,Real Zaragoza,4,0,1.09,15.0,51.0,,,,,EauvpEKD44,44.0,32.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Real Zaragoza,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
47848,EauvpEKD/,/soccer/spain/primera-division-2011-2012/barcelona-zaragoza-EauvpEKD/,True,2011-11-19,SP1,2012,spain,Barcelona,Real Zaragoza,4,0,1.09,15.0,51.0,,,,,EauvpEKD45,45.0,32.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by Alexis Sanchez.,Attempt,Key Pass,Home,Barcelona,Real Zaragoza,lionel messi,alexis sanchez,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
47861,EauvpEKD/,/soccer/spain/primera-division-2011-2012/barcelona-zaragoza-EauvpEKD/,True,2011-11-19,SP1,2012,spain,Barcelona,Real Zaragoza,4,0,1.09,15.0,51.0,,,,,EauvpEKD58,58.0,43.0,"Goal!  Barcelona 2, Real Zaragoza 0. Lionel Messi (Barcelona) right footed shot from the right side of the six yard box to the bottom left corner. Assisted by Francesc Fabregas with a through ball.",Attempt,Key Pass,Home,Barcelona,Real Zaragoza,lionel messi,francesc fabregas,,,Bottom left corner,On target,1.0,Right side of the six yard box,right foot,Through ball,Open play,0.0
